Custid,Education,Marital_Status,Recency,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,DepVar,IMP_Income,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,campaign_acceptance,Childhome,Mnt,Frq,average_purchase,age,loyalty
140010464,Basic,Divorced,40,0.0681818182,0.25,0.1818181818,0.1818181818,0.2307692308,0.4615384615,0.3076923077,0.2307692308,5,0,0,13293,,0.6818181818,0.3181818182,0,1,44,13,3.3846153846,57,26
140010467,Master,Married,51,0.8090766823,0.0281690141,0.1267605634,0.0172143975,0.08,0.44,0.24,0.32,5,0,0,67280,,0.2441314554,0.0187793427,0,1,639,25,25.56,43,34
140010473,Graduation,Married,66,0.3187471211,0.0234914786,0.561953017,0.0644864118,0.0434782609,0.3043478261,0.347826087,0.347826087,2,0,0,80496,,0.0308613542,0.0313219714,1,0,2171,23,94.391304348,71,35
140010479,PhD,Married,54,0.5625,0.0098684211,0.3453947368,0.0164473684,0.3333333333,0.5555555556,0.1666666667,0.2777777778,9,0,0,37042,,0.1217105263,0.0657894737,0,1,304,18,16.888888889,36,40
140010485,Master,Married,68,0.7534246575,0,0.2219178082,0.0082191781,0.3,0.55,0.25,0.2,7,0,0,67772,,0.4602739726,0.0164383562,1,1,365,20,18.25,58,26
140010506,2n Cycle,Single,64,0.3254029163,0.1511895625,0.313123561,0.055257099,0.2272727273,0.4545454545,0.2272727273,0.3181818182,4,0,0,79015,,0.0199539524,0.1550268611,0,1,1303,22,59.227272727,52,41
140010524,Graduation,Single,72,0.7215568862,0,0.2604790419,0,0.1578947368,0.5263157895,0.2105263158,0.2631578947,7,0,0,63707,,0.0718562874,0.0179640719,0,1,334,19,17.578947368,53,39
140010542,Basic,Single,21,0.4347826087,0.0652173913,0.5,0,0.1818181818,0.4545454545,0.1818181818,0.3636363636,9,0,1,21520,,0,0,0,1,46,11,4.1818181818,35,40
140010551,Basic,Married,41,0.0980392157,0.1568627451,0.3921568627,0.2745098039,0.0909090909,0.4545454545,0.1818181818,0.3636363636,9,0,0,15361,,0.3725490196,0.0784313725,0,0,51,11,4.6363636364,39,44
140010554,Graduation,Married,33,0.3298969072,0.0257731959,0.5670103093,0.0051546392,0.1333333333,0.5333333333,0.2,0.2666666667,7,1,0,59787,,0.1494845361,0.0721649485,0,1,194,15,12.933333333,29,32
140010566,Graduation,Together,41,0.6691673475,0.0101388992,0.294028077,0.0067592661,0.1666666667,0.4444444444,0.2222222222,0.3333333333,3,0,0,77157,,0.0946297259,0.0199064102,0,1,295.89010989,18,16.438339438,60,31
140010569,Graduation,Married,42,0.5737704918,0.0819672131,0.2950819672,0.0163934426,0.1666666667,0.4166666667,0.1666666667,0.4166666667,4,0,0,46136,,0.2786885246,0.0327868852,0,1,61,12,5.0833333333,52,32
140010572,Graduation,Married,4,0.3624573379,0.0709897611,0.3071672355,0.0709897611,0.125,0.375,0.25,0.375,2,0,0,86485,,0.133105802,0.1883959044,0,1,1465,24,61.041666667,42,39
140010605,2n Cycle,Married,55,0.275,0.05,0.575,0.1,0.0909090909,0.4545454545,0.1818181818,0.3636363636,9,0,0,26976,,0.075,0,0,1,40,11,3.6363636364,37,29
140010614,2n Cycle,Married,38,0.3566108007,0.030726257,0.4459962756,0.1284916201,0.0555555556,0.2777777778,0.3333333333,0.3888888889,2,0,0,94952,,0.0465549348,0.0381750466,0,1,1074,36,29.833333333,63,26
140010638,Basic,Together,10,0.3571428571,0.0952380952,0.4285714286,0.0476190476,0.1538461538,0.4615384615,0.1538461538,0.3846153846,5,0,0,51660,,0.130952381,0.0714285714,0,1,84,13,6.4615384615,29,26
140010656,Basic,Single,98,0.2211350294,0.3522504892,0.1585127202,0.1037181996,0.2380952381,0.5238095238,0.1428571429,0.3333333333,9,0,0,30924,,0.1272015656,0.1643835616,0,1,511,21,24.333333333,26,45
140010668,Basic,Widow,10,0.5058823529,0.0882352941,0.3661764706,0.0073529412,0.0588235294,0.4411764706,0.1470588235,0.4117647059,5,0,0,88759,,0.0875,0.0323529412,1,1,1360,34,40,58,34
140010683,Graduation,Married,38,0.0789473684,0.1526315789,0.3578947368,0,0.1428571429,0.5,0.2142857143,0.2857142857,8,0,0,42001,,0.1684210526,0.4105263158,0,1,190,14,13.571428571,35,29
140010710,Graduation,Together,5,0.3283157038,0.0585842148,0.4926769731,0.0423108218,0.0384615385,0.3846153846,0.1538461538,0.4615384615,3,0,1,92468,,0.1118795769,0.0781122864,2,0,2458,26,94.538461538,25,40
140010716,Basic,Together,57,0.2514124294,0.0402542373,0.6610169492,0.0162429379,0.0384615385,0.3846153846,0.2692307692,0.3461538462,3,0,1,103638,,0.1285310734,0.0310734463,3,0,1416,26,54.461538462,23,30
140010728,Master,Married,60,0.6451292247,0,0.3310139165,0.0079522863,0.1666666667,0.4333333333,0.2666666667,0.3,6,0,0,97672,,0,0.0159045726,0,1,1006,30,33.533333333,61,39
140010734,Graduation,Widow,3,0.0964630225,0.3440514469,0.2797427653,0.0610932476,0.0588235294,0.4705882353,0.1764705882,0.3529411765,7,0,0,27347,,0.1736334405,0.2186495177,0,0,311,17,18.294117647,56,37
140010749,Graduation,Together,99,0.7111486486,0.0135135135,0.2432432432,0.0152027027,0.2083333333,0.4166666667,0.1666666667,0.4166666667,5,0,0,58176,,0.0574324324,0.0168918919,0,0,592,24,24.666666667,42,31
140010782,Graduation,Married,61,0.3711340206,0.0206185567,0.4948453608,0.1134020619,0.1428571429,0.5,0.2142857143,0.2857142857,6,0,0,48614,,0.2577319588,0,0,1,97,14,6.9285714286,59,31
140010785,Graduation,Widow,12,0.8476297968,0.0135440181,0.111738149,0.0090293454,0.1379310345,0.4137931034,0.1724137931,0.4137931034,5,0,0,75582,,0.1106094808,0.0180586907,0,1,886,29,30.551724138,66,34
140010791,Graduation,Together,81,0.718487395,0.012605042,0.2016806723,0.0168067227,0.1818181818,0.5,0.1818181818,0.3181818182,5,0,0,62990,,0.2121848739,0.0504201681,0,1,476,22,21.636363636,46,28
140010794,Basic,Single,42,0.1639344262,0.0846994536,0.5696721311,0.0887978142,0.04,0.24,0.32,0.44,7,0,1,67648,,0.0710382514,0.0928961749,0,0,732,25,29.28,23,45
140010839,2n Cycle,Single,70,0.6217821782,0.0237623762,0.1841584158,0.0475247525,0.0909090909,0.3181818182,0.4090909091,0.2727272727,4,0,0,61105,,0.3207920792,0.1227722772,0,1,505,22,22.954545455,40,40
140010851,Graduation,Together,57,0.3670886076,0.0759493671,0.3291139241,0.0759493671,0.1666666667,0.5,0.1666666667,0.3333333333,7,0,0,53426,,0.0253164557,0.1518987342,0,1,79,12,6.5833333333,40,41
140010863,Basic,Married,80,0.0689655172,0.4827586207,0.1724137931,0.0689655172,0.25,0.5,0.25,0.25,6,0,0,20916,,0.5862068966,0.2068965517,0,1,29,12,2.4166666667,39,23
140010872,Basic,Married,17,0.0821917808,0.2283105023,0.2465753425,0.1141552511,0.1333333333,0.5333333333,0.2,0.2666666667,8,0,0,35258,,0.6529680365,0.3287671233,0,0,219,15,14.6,28,36
140010881,Graduation,Married,61,0.6206896552,0.0402298851,0.2471264368,0.0402298851,0.3684210526,0.4210526316,0.2631578947,0.3157894737,5,0,0,63904,,0.4683908046,0.0517241379,0,1,348,19,18.315789474,44,39
140010890,2n Cycle,Married,5,0.4865771812,0.0377516779,0.2810402685,0.0922818792,0.0625,0.40625,0.15625,0.4375,5,0,0,80809,,0.1661073826,0.1023489933,0,1,1192,32,37.25,62,37
140010896,Master,Married,3,0.4784482759,0.1099137931,0.2952586207,0.0215517241,0.0952380952,0.4285714286,0.1904761905,0.380952381,6,0,0,64660,,0.1077586207,0.0948275862,0,1,464,21,22.095238095,54,42
140010899,Graduation,Together,3,0.801754386,0.0140350877,0.1403508772,0.0263157895,0.2083333333,0.4166666667,0.25,0.3333333333,8,0,0,38505,,0.0859649123,0.0175438596,0,1,570,24,23.75,43,45
140010905,Master,Married,77,0.4055793991,0.0833333333,0.4173819742,0.0143061516,0.0476190476,0.4285714286,0.1904761905,0.380952381,2,0,0,99208,,0.1033619456,0.0793991416,0,0,2796,21,133.14285714,58,44
140010914,Master,Divorced,54,0.6958041958,0.0262237762,0.2272727273,0.0157342657,0.0909090909,0.5454545455,0.2272727273,0.2272727273,5,0,0,91390,,0.0113636364,0.034965035,1,1,1144,22,52,43,35
140010920,Graduation,Married,21,0.4285714286,0,0.5714285714,0,0.1666666667,0.5,0.1666666667,0.3333333333,5,0,0,43837,,0.1142857143,0,0,1,35,12,2.9166666667,44,23
140010935,Basic,Married,29,0.0222222222,0.2666666667,0.2222222222,0.0666666667,0.2857142857,0.5,0.1428571429,0.3571428571,5,0,0,32114,,0.5444444444,0.4222222222,0,1,90,14,6.4285714286,27,27
140010944,Basic,Married,70,0,0.2820512821,0.0769230769,0.0769230769,0.0909090909,0.4545454545,0.1818181818,0.3636363636,7,0,0,26972,,0.2820512821,0.5641025641,0,1,39,11,3.5454545455,41,32
140010968,Basic,Divorced,1,0.1302752294,0.0587155963,0.3082568807,0.176146789,0.04,0.24,0.2,0.56,1,0,0,78444,,0.0697247706,0.3266055046,0,0,545,25,21.8,68,33
140010977,Graduation,Single,63,0.2307692308,0.1153846154,0.5769230769,0,0.2307692308,0.4615384615,0.1538461538,0.3846153846,4,0,0,39590,,0.25,0.0769230769,0,1,52,13,4,46,26
140010980,2n Cycle,Single,29,0.1846153846,0.2615384615,0.2307692308,0.0769230769,0.3076923077,0.3846153846,0.2307692308,0.3846153846,5,0,0,27128,,0.0461538462,0.2461538462,0,1,65,13,5,40,37
140010992,Basic,Married,22,0.1339545719,0.1589982528,0.466511357,0.057658707,0.04,0.28,0.28,0.44,1,0,0,96820,,0.1100757135,0.1828771112,0,0,1717,25,68.68,43,34
140011004,Graduation,Married,16,0.7659574468,0.0255319149,0.1914893617,0,0.1363636364,0.4545454545,0.3636363636,0.1818181818,5,0,0,70228,,0.4914893617,0.0170212766,0,1,470,22,21.363636364,53,28
140011013,Graduation,Single,60,0.3007432819,0.0686106346,0.4745568897,0.0485991995,0.037037037,0.2592592593,0.4444444444,0.2962962963,2,0,1,87172,,0.0394511149,0.1074899943,1,0,1749,27,64.777777778,50,39
140011034,2n Cycle,Together,70,0.8349834983,0.0140264026,0.1427392739,0.0082508251,0.1176470588,0.4411764706,0.2058823529,0.3529411765,7,1,0,64900,,0.1485148515,0,0,1,1212,34,35.647058824,45,45
140011040,Graduation,Single,62,0.3217931647,0.1145139814,0.4367509987,0.0204172215,0.0434782609,0.3913043478,0.347826087,0.2608695652,3,0,0,96327,,0.0102086107,0.1065246338,0,0,2253,23,97.956521739,52,44
140011067,Master,Married,44,0.7868020305,0.0101522843,0.192893401,0,0.25,0.5,0.1875,0.3125,8,0,0,36878,,0.0203045685,0.0101522843,0,1,197,16,12.3125,41,40
140011070,2n Cycle,Married,62,0.4057363841,0.0831453432,0.3941347083,0.0215920077,0.0285714286,0.3142857143,0.3714285714,0.3142857143,4,0,1,105215,,0.0135352884,0.0953915566,3,0,3103,35,88.657142857,48,34
140011088,2n Cycle,Single,79,0.3648648649,0.0810810811,0.3851351351,0.0608108108,0.2857142857,0.5,0.1428571429,0.3571428571,8,0,0,35870,,0.1891891892,0.1081081081,0,1,148,14,10.571428571,57,43
140011094,Graduation,Single,66,0.0588235294,0.2352941176,0.4117647059,0.1764705882,0.0909090909,0.4545454545,0.1818181818,0.3636363636,7,0,0,31908,,0.7352941176,0.1176470588,0,0,34,11,3.0909090909,25,29
140011097,Graduation,Married,37,0.0256410256,0.2307692308,0.2820512821,0.2051282051,0.1666666667,0.5,0.1666666667,0.3333333333,6,0,0,26301,,0.1025641026,0.2564102564,0,1,39,12,3.25,33,30
140011106,Graduation,Single,64,0.3850446429,0.03515625,0.3415178571,0.0496651786,0.0714285714,0.2857142857,0.25,0.4642857143,3,0,0,78781,,0.0306919643,0.1886160714,0,0,1792,28,64,33,40
140011112,Master,Together,97,0.7235772358,0.0243902439,0.2195121951,0.0162601626,0.1,0.45,0.2,0.35,5,0,0,64934,,0.1761517615,0.0162601626,0,1,369,20,18.45,40,33
140011115,Graduation,Together,11,0.3461538462,0.1153846154,0.3846153846,0,0.2307692308,0.3846153846,0.2307692308,0.3846153846,3,0,0,15356,,0.1538461538,0.1538461538,0,1,52,13,4,27,29
140011118,Master,Married,72,0.3686176837,0.0709838107,0.4557907846,0.0572851806,0.0384615385,0.2692307692,0.1923076923,0.5384615385,1,0,0,83393,,0.0734744707,0.0473225405,0,0,803,26,30.884615385,27,25
140011133,Graduation,Single,32,0.3355704698,0.0402684564,0.4429530201,0.0469798658,0.2142857143,0.5,0.2142857143,0.2857142857,9,0,1,49065,,0.3758389262,0.1342281879,0,1,149,14,10.642857143,39,36
140011136,Graduation,Together,68,0.2256568779,0.1308603812,0.436888202,0.0324574961,0.0555555556,0.3333333333,0.2777777778,0.3888888889,7,0,0,75849,,0.04688305,0.1741370428,1,0,1941,18,107.83333333,38,40
140011163,Master,Single,63,0.9141104294,0,0.0858895706,0,0.1304347826,0.5217391304,0.1739130435,0.3043478261,7,0,0,67145,,0.1145194274,0,0,1,489,23,21.260869565,43,26
140011169,PhD,Married,29,0.6906906907,0.0405405405,0.1891891892,0.0255255255,0.12,0.36,0.16,0.48,5,0,0,77367,,0.0705705706,0.0540540541,0,1,666,25,26.64,52,43
140011181,Graduation,Single,46,0.5443117536,0.0754242615,0.2866121936,0.0634820867,0.0476190476,0.380952381,0.380952381,0.2380952381,1,0,0,103159,,0.0653676933,0.0301697046,1,0,1591,21,75.761904762,70,28
140011196,Basic,Single,91,0.0566037736,0.1132075472,0.0943396226,0.2075471698,0.2857142857,0.5714285714,0.2142857143,0.2142857143,7,0,0,10515,,0.6037735849,0.5283018868,0,1,53,14,3.7857142857,44,34
140011199,Graduation,Married,65,0.462416746,0.0875356803,0.3653663178,0.0523311132,0.0666666667,0.3666666667,0.2666666667,0.3666666667,5,0,0,79103,,0.0437678402,0.0323501427,0,1,1051,30,35.033333333,50,28
140011217,Basic,Together,0,0.2826086957,0.097826087,0.3586956522,0.0217391304,0.2307692308,0.4615384615,0.1538461538,0.3846153846,8,0,1,42348,,0.25,0.2391304348,0,1,92,13,7.0769230769,42,36
140011220,2n Cycle,Divorced,29,0.2891237641,0.0797817934,0.4906239345,0.0340947835,0.0476190476,0.5238095238,0.1904761905,0.2857142857,4,0,1,111836,,0.0395499489,0.1063757245,1,0,2933,21,139.66666667,38,45
140011244,Graduation,Married,59,0.2461538462,0.0769230769,0.5846153846,0.0615384615,0.1666666667,0.5,0.1666666667,0.3333333333,8,0,0,37392,,0.2615384615,0.0307692308,0,1,65,12,5.4166666667,38,32
140011250,Graduation,Single,12,0.7649164678,0.0131264916,0.1503579952,0,0.1071428571,0.5,0.2142857143,0.2857142857,6,0,0,74474,,0.0584725537,0.0715990453,1,1,838,28,29.928571429,61,32
140011292,Master,Together,84,0.2692307692,0.0641025641,0.6538461538,0.0128205128,0.2307692308,0.5384615385,0.1538461538,0.3076923077,8,0,0,36268,,0.0256410256,0,0,1,78,13,6,62,30
140011304,Master,Married,57,0.2729422895,0.0454115421,0.5799432356,0.04115421,0.0322580645,0.2580645161,0.3548387097,0.3870967742,1,0,0,106246,,0.0591296121,0.0605487228,1,0,2114,31,68.193548387,36,31
140011310,Graduation,Single,96,0.55,0.15,0.3,0,0.1,0.5,0.2,0.3,6,0,0,53745,,0.1,0,0,1,20,10,2,42,32
140011313,Graduation,Single,42,0.2858660999,0.1360255048,0.3953241233,0.0340063762,0.1111111111,0.3333333333,0.2222222222,0.4444444444,4,0,0,71447,,0.0393198725,0.1487778959,0,1,941,27,34.851851852,52,39
140011319,Graduation,Together,19,0.8706563707,0,0.1138996139,0,0.0434782609,0.4782608696,0.1304347826,0.3913043478,5,0,0,67011,,0.0617760618,0.0154440154,0,0,518,23,22.52173913,67,24
140011325,2n Cycle,Single,61,0.7602905569,0.0278450363,0.1949152542,0.0169491525,0.1071428571,0.4285714286,0.1428571429,0.4285714286,7,0,0,66695,,0.181598063,0,0,1,826,28,29.5,55,44
140011328,Graduation,Married,94,0.7744680851,0,0.2085106383,0,0.0909090909,0.5,0.3181818182,0.1818181818,8,0,0,59622,,0.1914893617,0.0170212766,0,1,470,22,21.363636364,67,41
140011337,Basic,Single,74,0.2680901542,0.0106761566,0.5077105575,0.0759193357,0.3125,0.375,0.1875,0.4375,9,0,1,57290,,0.3795966785,0.137603796,1,1,843,16,52.6875,43,38
140011340,Basic,Single,70,0.0952380952,0.2142857143,0.2857142857,0.0714285714,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,23277,,0.1428571429,0.3333333333,0,0,42,11,3.8181818182,34,39
140011376,Master,Divorced,59,0.6721311475,0,0.2786885246,0.0163934426,0.1666666667,0.5,0.1666666667,0.3333333333,4,0,0,52202,,0.0491803279,0.0327868852,0,1,61,12,5.0833333333,57,23
140011388,Graduation,Widow,33,0.476810415,0.0244100895,0.3213995118,0.0292921074,0.0625,0.40625,0.28125,0.3125,6,0,0,84028,,0.0105777055,0.1480878763,0,1,1229,32,38.40625,61,30
140011400,Graduation,Married,35,0.5714285714,0.0357142857,0.25,0,0.2857142857,0.4285714286,0.2142857143,0.3571428571,4,0,0,32537,,0.2678571429,0.1428571429,0,1,56,14,4,54,31
140011406,Basic,Married,22,0.014084507,0.5492957746,0.1549295775,0.2253521127,0.2857142857,0.5,0.2857142857,0.2142857143,8,0,0,21596,,0.7042253521,0.0563380282,0,0,71,14,5.0714285714,38,35
140011409,Basic,Single,7,0.6416666667,0.0392857143,0.2767857143,0.0077380952,0.0689655172,0.5172413793,0.2068965517,0.275862069,5,0,1,94141,,0.056547619,0.0345238095,2,1,1680,29,57.931034483,62,29
140011424,Basic,Married,99,0.0862068966,0.2586206897,0.3448275862,0.0344827586,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,37267,,0.3620689655,0.275862069,0,1,58,11,5.2727272727,40,40
140011427,Graduation,Divorced,12,0.3106508876,0,0.5014792899,0.0931952663,0.0434782609,0.4347826087,0.347826087,0.2173913043,2,0,1,84618,,0.1346153846,0.0946745562,0,0,1352,23,58.782608696,42,31
140011460,2n Cycle,Single,96,0.3265306122,0.0408163265,0.5510204082,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,46709,,0.2653061224,0.0816326531,0,1,49,11,4.4545454545,32,28
140011463,Graduation,Together,63,0.8735632184,0,0.1264367816,0,0.1666666667,0.5,0.2222222222,0.2777777778,7,0,0,71422,,0.1992337165,0,1,1,261,18,14.5,47,29
140011475,PhD,Married,58,0.6468253968,0.0119047619,0.3174603175,0.0079365079,0.3529411765,0.5294117647,0.1764705882,0.2941176471,8,0,0,58914,,0.0317460317,0.0158730159,0,1,252,17,14.823529412,68,41
140011478,Graduation,Single,90,0.1739130435,0.1086956522,0.6304347826,0,0.1666666667,0.5,0.1666666667,0.3333333333,6,0,0,32485,,0.0869565217,0.0869565217,0,1,46,12,3.8333333333,48,25
140011490,Master,Together,49,0.3162027123,0.034261242,0.5096359743,0.0485367595,0.0434782609,0.3913043478,0.2608695652,0.347826087,3,0,0,84149,,0.039971449,0.0913633119,1,0,1401,23,60.913043478,63,25
140011511,Master,Married,92,0.768115942,0.0130434783,0.1934782609,0.0079710145,0.1153846154,0.2692307692,0.2692307692,0.4615384615,7,0,0,77836,,0.1086956522,0.0173913043,0,1,1380,26,53.076923077,46,42
140011514,Graduation,Divorced,83,0.6172161172,0.1208791209,0.1208791209,0.0897435897,0.0434782609,0.3913043478,0.2608695652,0.347826087,4,0,0,70617,,0.0457875458,0.0512820513,0,1,546,23,23.739130435,39,30
140011517,Graduation,Married,71,0.658677686,0.0537190083,0.2801652893,0.0074380165,0.0434782609,0.3043478261,0.3913043478,0.3043478261,1,0,0,82572.358333,,0.0979929162,0,1,0,1210,23,52.608695652,48,26
140011529,2n Cycle,Single,99,0.3261261261,0.0234234234,0.5378378378,0.0495495495,0.15,0.45,0.25,0.3,4,0,0,75082,,0.0720720721,0.0630630631,1,1,1110,20,55.5,53,25
140011538,Graduation,Divorced,6,0.3459459459,0.1081081081,0.3891891892,0.0486486486,0.3333333333,0.4,0.2,0.4,4,0,0,56600,,0.227027027,0.1081081081,0,1,185,15,12.333333333,47,41
140011556,Graduation,Single,25,0.5700197239,0.1459566075,0.092209073,0.025147929,0.0322580645,0.3870967742,0.4193548387,0.1935483871,5,0,1,109985,,0.0542406312,0.1666666667,2,0,2028,31,65.419354839,26,46
140011565,Graduation,Married,73,0.6346153846,0.0528846154,0.2596153846,0.0048076923,0.0625,0.5,0.1875,0.3125,5,0,0,71084,,0.3413461538,0.0480769231,1,1,208,16,13,53,27
140011568,Graduation,Married,62,0.3652802893,0.0390596745,0.5349005425,0.0086799277,0.0416666667,0.3333333333,0.4166666667,0.25,1,0,1,107042,,0.0904159132,0.052079566,2,0,2765,24,115.20833333,59,26
140011592,Master,Single,61,0.759765625,0.013671875,0.166015625,0.025390625,0.0952380952,0.380952381,0.2857142857,0.3333333333,4,0,0,70364,,0.0234375,0.03515625,0,1,1024,21,48.761904762,62,40
140011601,Graduation,Together,19,0.7053571429,0.0140306122,0.2028061224,0.0242346939,0.037037037,0.4074074074,0.1481481481,0.4444444444,3,0,0,93404,,0,0.0535714286,0,1,784,27,29.037037037,67,23
140011607,2n Cycle,Single,76,0.5253863135,0.0110375276,0.3090507726,0.0706401766,0.2380952381,0.4761904762,0.1428571429,0.380952381,6,0,0,72351,,0.3907284768,0.0838852097,0,1,453,21,21.571428571,48,34
140011616,Graduation,Single,86,0.6776315789,0.0131578947,0.240497076,0.0160818713,0.04,0.36,0.24,0.4,4,0,0,68444,,0.1038011696,0.0526315789,1,0,1368,25,54.72,57,43
140011622,Basic,Married,90,0.1278772379,0.3069053708,0.2148337596,0.1713554987,0.1052631579,0.3684210526,0.2105263158,0.4210526316,3,0,0,74942,,0.347826087,0.179028133,0,1,391,19,20.578947368,54,40
140011625,2n Cycle,Married,41,0.6565420561,0.0257009346,0.2943925234,0.023364486,0.3333333333,0.5238095238,0.2380952381,0.2380952381,8,0,0,49348,,0.3621495327,0,0,1,428,21,20.380952381,28,42
140011628,Graduation,Married,1,0.7881355932,0,0.1694915254,0.0084745763,0.2727272727,0.5,0.1818181818,0.3181818182,6,0,0,68010,,0.0868644068,0.0338983051,0,1,472,22,21.454545455,66,36
140011634,Master,Together,44,0.2974203338,0.033383915,0.535660091,0,0.0526315789,0.3157894737,0.3157894737,0.3684210526,1,0,0,87089,,0.0677794638,0.1335356601,0,0,1977,19,104.05263158,51,28
140011646,Graduation,Divorced,61,0.2845138055,0.1296518607,0.4993997599,0.0720288115,0.1538461538,0.3846153846,0.1538461538,0.4615384615,5,0,0,80972,,0.1236494598,0.0144057623,0,1,833,26,32.038461538,61,25
140011649,Master,Together,28,0.3076923077,0.0512820513,0.5128205128,0.0256410256,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,36039,,0.1538461538,0.1025641026,0,1,39,11,3.5454545455,35,41
140011655,Graduation,Single,59,0.6,0.0428571429,0.3428571429,0.0142857143,0.0833333333,0.4166666667,0.1666666667,0.4166666667,4,0,0,57870,,0.2285714286,0,0,1,70,12,5.8333333333,52,31
140011658,2n Cycle,Divorced,50,0.7546549836,0.026286966,0.1927710843,0.008762322,0.2413793103,0.4827586207,0.275862069,0.2413793103,7,0,0,66337,,0.0657174151,0.017524644,0,1,913,29,31.482758621,40,39
140011709,Graduation,Married,32,0.7826086957,0,0.089306698,0.0129259694,0,0.2857142857,0.3714285714,0.3428571429,2,0,1,113892,,0.0376028202,0.1151586369,3,0,1702,35,48.628571429,31,28
140011712,Master,Married,8,0.4105691057,0.1504065041,0.2317073171,0.0067750678,0.0294117647,0.2941176471,0.2941176471,0.4117647059,2,0,0,99260,,0.0196476965,0.2005420054,0,0,1476,34,43.411764706,27,30
140011715,Graduation,Married,44,0.4489489489,0.012012012,0.4534534535,0.0225225225,0.125,0.375,0.25,0.375,4,0,0,70077,,0.0960960961,0.0630630631,0,0,666,24,27.75,22,36
140011718,Graduation,Married,96,0.7373737374,0.0202020202,0.202020202,0.0202020202,0.2307692308,0.4615384615,0.2307692308,0.3076923077,6,0,0,57546,,0.1212121212,0.0202020202,0,1,99,13,7.6153846154,51,34
140011736,2n Cycle,Single,29,0.141025641,0.2179487179,0.4615384615,0.1282051282,0.0833333333,0.4166666667,0.1666666667,0.4166666667,5,0,0,34551,,0.2692307692,0.0512820513,0,0,78,12,6.5,24,34
140011763,Graduation,Together,74,0.1883948757,0.2417734238,0.4113288119,0.0125596584,0.1176470588,0.4705882353,0.2352941176,0.2941176471,5,0,0,62119,,0.2103742778,0.1459432303,0,1,318.48,17,18.734117647,42,26
140011769,PhD,Married,15,0.7521008403,0,0.2478991597,0,0.1176470588,0.4117647059,0.2352941176,0.3529411765,5,0,1,61584,,0.1806722689,0,2,1,238,17,14,52,25
140011772,Graduation,Married,0,0.5440613027,0.0498084291,0.275862069,0.0153256705,0.1818181818,0.4545454545,0.2272727273,0.3181818182,8,0,1,48616,,0.0325670498,0.1149425287,0,1,522,22,23.727272727,39,45
140011799,Master,Single,19,0.6516245487,0.0252707581,0.2689530686,0.0397111913,0.1304347826,0.5217391304,0.1304347826,0.347826087,7,0,0,65649,,0.0577617329,0.0144404332,0,1,554,23,24.086956522,45,38
140011811,Master,Divorced,49,0.910184884,0,0.0867441395,0,0.0714285714,0.5357142857,0.1428571429,0.3214285714,8,0,0,72598,,0.0251432288,0.0030709765,1,1,795.44278607,28,28.408670931,52,38
140011841,Graduation,Married,77,0.7900262467,0.0144356955,0.1679790026,0.0091863517,0.0740740741,0.4814814815,0.1481481481,0.3703703704,7,0,0,74284,,0.1194225722,0.0183727034,0,0,762,27,28.222222222,35,39
140011859,Basic,Single,37,0.0833333333,0.4166666667,0.1666666667,0.1666666667,0.1,0.4,0.2,0.4,4,0,0,9000,,0.1666666667,0.1666666667,0,0,12,10,1.2,33,27
140011862,2n Cycle,Married,80,0.037037037,0.2777777778,0.5555555556,0.0925925926,0.1666666667,0.5,0.25,0.25,8,0,0,24489,,0.537037037,0.037037037,1,1,54,12,4.5,44,25
140011865,Master,Divorced,11,0.4530831099,0,0.4101876676,0.0241286863,0.0526315789,0.3157894737,0.2105263158,0.4736842105,2,0,0,72938,,0.0857908847,0.1126005362,0,1,373,19,19.631578947,36,31
140011874,2n Cycle,Divorced,81,0.3511235955,0.1889044944,0.3384831461,0.0133426966,0.0384615385,0.3076923077,0.4615384615,0.2307692308,1,0,0,89520,,0.0351123596,0.1081460674,0,0,1424,26,54.769230769,55,26
140011892,Graduation,Together,29,0.3611111111,0.1388888889,0.3055555556,0.0277777778,0.0909090909,0.4545454545,0.1818181818,0.3636363636,4,0,0,28054,,0.2222222222,0.1666666667,0,1,36,11,3.2727272727,44,23
140011895,Basic,Married,38,0.0847457627,0.1525423729,0.3898305085,0.1355932203,0.0833333333,0.5,0.1666666667,0.3333333333,9,0,0,14871,,0.2881355932,0.2372881356,0,0,59,12,4.9166666667,55,41
140011901,Graduation,Single,88,0.3435628743,0.0913173653,0.251497006,0.0546407186,0.03125,0.25,0.375,0.375,3,0,0,66906,,0.0411676647,0.2589820359,0,0,1336,32,41.75,29,41
140011907,Basic,Single,94,0.0694444444,0.2916666667,0.2361111111,0.4027777778,0.1666666667,0.4166666667,0.25,0.3333333333,8,0,0,23992,,0.7222222222,0,1,1,72,12,6,36,40
