Education,Marital_Status,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,DepVar,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,Childhome,RANGE_Frq,RANGE_IMP_Income,RANGE_Mnt,RANGE_NumWebVisitsMonth,RANGE_Recency,RANGE_age,RANGE_average_purchase,RANGE_campaign_acceptance,RANGE_loyalty
Graduation,Together,0.4395139989,0.0507131537,0.3676703645,0.0913893291,0.0322580645,0.2258064516,0.3548387097,0.4193548387,0,0,,0.0771262546,0.0507131537,0,0.7,0.7275146634,0.5795139957,0.2727272727,0.5252525253,0.1636363636,0.4335660542,0,0.4347826087
Graduation,Married,0.5500747384,0.0896860987,0.2481315396,0.0388639761,0,0.2857142857,0.3214285714,0.3928571429,0,0,,0.0777279522,0.0732436472,0,0.6,0.7834369255,0.2030144571,0.3636363636,0.0101010101,0.4181818182,0.1656943825,0.25,0.8260869565
Basic,Single,0.3025956284,0.1782786885,0.468579235,0.0150273224,0.037037037,0.2962962963,0.2592592593,0.4444444444,0,0,,0.0840163934,0.0355191257,0,0.5666666667,0.84028714,0.4475545986,0.3636363636,0.9797979798,0.0909090909,0.3842581472,0.5,0.3913043478
2n Cycle,Together,0.6387225549,0.0239520958,0.2375249501,0.0159680639,0.2272727273,0.4545454545,0.1818181818,0.3636363636,0,0,,0.0339321357,0.0838323353,1,0.4,0.5543552482,0.1513380498,0.5454545455,0.4444444444,0.4909090909,0.157622344,0,0.3043478261
2n Cycle,Single,0.4174757282,0.145631068,0.2621359223,0,0.2857142857,0.5,0.1428571429,0.3571428571,0,0,,0.2058470601,0.1747572816,1,0.1333333333,0.348691237,0.0289141803,0.2727272727,0.1111111111,0.6909090909,0.0465323771,0,0.3913043478
2n Cycle,Together,0.5011786893,0.0575200377,0.3903818953,0.0132013201,0.0357142857,0.2857142857,0.3214285714,0.3928571429,0,1,,0.1381423857,0.0377180575,0,0.6,0.72845137,0.6496462627,0.3636363636,0.101010101,0.7272727273,0.5393946673,0.75,0.6086956522
Graduation,Married,0.6322204557,0.0264970853,0.2236354001,0.0476947536,0.03125,0.34375,0.21875,0.4375,0,0,,0.0227874934,0.0699523052,0,0.7333333333,0.7363827366,0.5776684097,0.6363636364,0.5353535354,0.7090909091,0.4184632476,0.25,0.347826087
Master,Married,0.2809110629,0.034164859,0.6035791757,0.0206073753,0.0357142857,0.3571428571,0.4285714286,0.2142857143,0,0,,0.0596529284,0.0607375271,0,0.6,0.7977939245,0.5644417102,0.5454545455,0.898989899,0.2,0.4681033595,0,0.2173913043
Basic,Single,0.0337078652,0.3595505618,0.3033707865,0.1235955056,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.191011236,0.1797752809,1,0.0666666667,0.1550906067,0.024607813,0.4545454545,0.5252525253,0.2909090909,0.046961326,0,0.9565217391
Graduation,Married,0.4968394437,0.0606826802,0.2983565107,0.0303413401,0.2692307692,0.3461538462,0.1538461538,0.5,0,0,,0.1618204804,0.1137800253,1,0.5333333333,0.5874638886,0.2405413719,0.4545454545,0.898989899,0.5090909091,0.2127533768,0,0.9565217391
Graduation,Single,0.6052631579,0,0.3157894737,0.0263157895,0.3076923077,0.4615384615,0.1538461538,0.3846153846,0,0,,0.0526315789,0.0526315789,1,0.1,0.256342467,0.0089203322,0.1818181818,0.5050505051,0.5272727273,0.0145789834,0,0.1739130435
Basic,Divorced,0.0902255639,0.007518797,0.6090225564,0.0751879699,0.0625,0.5,0.1875,0.3125,0,0,,0.0714285714,0.2180451128,0,0.2,0.2201523243,0.0790525992,0.3636363636,0.9696969697,0.4181818182,0.1133197214,0,0.8695652174
PhD,Married,0.345039019,0.0468227425,0.5418060201,0.0351170569,0.0357142857,0.25,0.4642857143,0.2857142857,0,0,,0.030657748,0.0312151616,0,0.6,0.7311214217,0.5490618271,0.2727272727,0.2222222222,0.1454545455,0.4552348924,0,0.1304347826
Basic,Single,0.2778097983,0.0305475504,0.4783861671,0.0288184438,0.0416666667,0.3333333333,0.25,0.4166666667,0,0,,0.0132564841,0.1844380403,0,0.4666666667,0.741040007,0.5309135651,0.3636363636,0.9393939394,0.0727272727,0.514472736,0,0.7826086957
2n Cycle,Married,0.5704697987,0.0298284862,0.2416107383,0.1230425056,0.125,0.46875,0.34375,0.1875,0,1,,0.0387770321,0.0350484713,1,0.7333333333,0.7015232426,0.4097200861,1,0.2222222222,0.6909090909,0.2955050444,0.5,0.8695652174
Master,Divorced,0.4748858447,0.0228310502,0.4885844749,0.0136986301,0.1875,0.5,0.1875,0.3125,0,0,,0.2557077626,0,1,0.2,0.4234264204,0.0645955091,0.3636363636,0.2323232323,0.6181818182,0.092151093,0,0.652173913
Basic,Single,0.0169491525,0.3559322034,0.2542372881,0,0.2857142857,0.5714285714,0.1428571429,0.2857142857,0,0,,0.3559322034,0.3728813559,1,0.1333333333,0.1316379235,0.0153798831,0.3636363636,0.7878787879,0.3454545455,0.023883875,0,0.3043478261
2n Cycle,Married,0.2745098039,0.1764705882,0.2156862745,0.2156862745,0.2307692308,0.3846153846,0.3076923077,0.3076923077,0,0,,0.568627451,0.1176470588,1,0.1,0.1078438239,0.0129191018,0.0909090909,0.1717171717,0.4545454545,0.0217853249,0,0.9130434783
2n Cycle,Together,0.0285714286,0.1285714286,0.6,0.1285714286,0.0833333333,0.5,0.1666666667,0.3333333333,0,0,,0.3,0.1142857143,0,0.0666666667,0.237345706,0.0187634574,0.2727272727,0.1919191919,0.3272727273,0.0355512851,0,0.4782608696
2n Cycle,Married,0.3336170213,0.1455319149,0.3778723404,0.0953191489,0.1935483871,0.3225806452,0.2580645161,0.4193548387,0,0,,0.1582978723,0.0476595745,0,0.7,0.4174997811,0.3586588742,0.5454545455,0.898989899,0.1454545455,0.2666578847,0,0.9130434783
Graduation,Married,0.7624309392,0,0.2375690608,0,0.25,0.5,0.2,0.3,0,0,,0.0359116022,0,1,0.3333333333,0.5035542327,0.1085819748,0.5454545455,0.6868686869,0.3818181818,0.1239490752,0,0.0869565217
Basic,Married,0.03125,0.203125,0.2265625,0.1640625,0.1538461538,0.4615384615,0.2307692308,0.3076923077,0,0,,0.3984375,0.375,1,0.1,0.2764072485,0.0366041218,0.1818181818,0.8686868687,0.4363636364,0.0644690404,0,0.8260869565
Graduation,Single,0.0666666667,0.0888888889,0.2888888889,0.0222222222,0.1538461538,0.4615384615,0.3076923077,0.2307692308,0,0,,0.6666666667,0.5333333333,1,0.1,0.2074148647,0.0249154106,0.2727272727,0.8484848485,0.2909090909,0.0434043497,0,0.1304347826
Graduation,Married,0.5093240093,0.0617715618,0.3251748252,0.0221445221,0.1851851852,0.4074074074,0.1481481481,0.4444444444,0,0,,0.0536130536,0.0815850816,1,0.5666666667,0.482929178,0.2611504153,0.6363636364,0.5252525253,0.4727272727,0.2225158139,0,0.7826086957
Basic,Together,0.0953678474,0.1634877384,0.4550408719,0.068119891,0.1666666667,0.3888888889,0.1666666667,0.4444444444,0,0,,0.0435967302,0.2179836512,1,0.2666666667,0.5416440515,0.1101199631,0.2727272727,0.7777777778,0.3090909091,0.1404435904,0,0.2173913043
Graduation,Single,0.1234866828,0,0.7070217918,0.1388216303,0.0476190476,0.380952381,0.2857142857,0.3333333333,0,1,,0.00968523,0.0306698951,0,0.3666666667,0.5814934781,0.3783451246,0.3636363636,0.1313131313,0.0727272727,0.4186884458,0,0.3043478261
2n Cycle,Together,0.1526717557,0.2690839695,0.1698473282,0.0229007634,0.1,0.35,0.25,0.4,0,0,,0.2347328244,0.3854961832,1,0.3333333333,0.6222796113,0.1584127961,0.2727272727,0.2323232323,0.1818181818,0.182320442,0,0.1739130435
Graduation,Together,0.3936170213,0.0212765957,0.4468085106,0.0319148936,0.2142857143,0.4285714286,0.2142857143,0.3571428571,0,0,,0.0319148936,0.1063829787,1,0.1333333333,0.2746651493,0.0261458013,0.1818181818,0.0505050505,0.1454545455,0.0418997289,0,0.4782608696
Master,Single,0.8894259819,0,0.101510574,0.0090634441,0.0476190476,0.4761904762,0.2380952381,0.2857142857,0,0,,0.1510574018,0,0,0.3666666667,0.6041495229,0.5063057521,0.5454545455,0.7878787879,0.2909090909,0.5614426409,0.5,0.8695652174
Master,Single,0.2596899225,0.1033591731,0.3333333333,0.1046511628,0.12,0.36,0.24,0.4,0,0,,0.1395348837,0.1989664083,1,0.5,0.5128600193,0.2353122116,0.4545454545,0.1111111111,0.5454545455,0.2166226279,0,0.6086956522
Graduation,Married,0.567761807,0.0513347023,0.3562628337,0.0082135524,0.0344827586,0.3448275862,0.1724137931,0.4827586207,0,0,,0.0770020534,0.0164271047,0,0.6333333333,0.5655869736,0.2968317441,0.5454545455,0.101010101,0.9818181818,0.2355479719,0.5,0.2608695652
Basic,Together,0.1270358306,0.2899022801,0.2247557003,0.1042345277,0.2352941176,0.4705882353,0.1764705882,0.3529411765,0,0,,0.1889250814,0.2540716612,1,0.2333333333,0.1907730018,0.0916641034,0.3636363636,0.5656565657,0.4545454545,0.1236523435,0,0.7826086957
Basic,Single,0.1418658443,0.0269853508,0.6792598304,0.0639938319,0.0416666667,0.375,0.25,0.375,0,1,,0.0115651503,0.0878951426,0,0.4666666667,0.7423619014,0.396185789,0.4545454545,0.303030303,0.0727272727,0.3829570022,0,0
PhD,Widow,0.9108734403,0,0.0891265597,0,0.0833333333,0.4583333333,0.1666666667,0.375,0,0,,0.0267379679,0,0,0.4666666667,0.4939245382,0.1697939096,0.6363636364,0.2121212121,0.8,0.161962527,0,0.7391304348
Graduation,Married,0.7583732057,0.0119617225,0.2081339713,0.0071770335,0.2857142857,0.4285714286,0.1428571429,0.4285714286,0,0,,0.023923445,0.014354067,1,0.3666666667,0.3446117482,0.1258074439,0.4545454545,0.9696969697,0.3818181818,0.1369548059,0,0.8260869565
Graduation,Divorced,0.28,0.22,0.34,0.16,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.14,0,1,0.0666666667,0.1736233914,0.0126115042,0.3636363636,0.0707070707,0.4727272727,0.0235407158,0,0.5217391304
Basic,Married,0.0263157895,0.2368421053,0.2236842105,0.1447368421,0.1538461538,0.5384615385,0.1538461538,0.3076923077,0,0,,0.2236842105,0.3684210526,1,0.1,0.1346493916,0.0206090434,0.3636363636,0.9393939394,0.1636363636,0.0356436741,0,0.4782608696
Basic,Single,0.4636363636,0.0545454545,0.3272727273,0.0272727273,0.1538461538,0.4615384615,0.1538461538,0.3846153846,0,0,,0.0181818182,0.1272727273,1,0.1,0.4519653331,0.0310673639,0.1818181818,0.898989899,0.7818181818,0.054491029,0,0.2608695652
Graduation,Married,0.4534023669,0.024408284,0.3542899408,0.0170118343,0.0384615385,0.3076923077,0.3076923077,0.3846153846,0,0,,0.0118343195,0.150887574,0,0.5333333333,0.7403134028,0.4131036604,0.3636363636,0.1818181818,0.2727272727,0.3682440548,0,0.1304347826
Graduation,Single,0.2618135377,0.0651340996,0.5134099617,0,0.1666666667,0.3333333333,0.2083333333,0.4583333333,0,0,,0.0478927203,0.159642401,1,0.4666666667,0.6617701129,0.4789295601,0.3636363636,0.8686868687,0.7272727273,0.4637280807,0,0.8260869565
Graduation,Together,0.5303030303,0.0757575758,0.2272727273,0.0757575758,0.2307692308,0.4615384615,0.1538461538,0.3846153846,0,0,,0.303030303,0.0909090909,1,0.1,0.355624617,0.0175330667,0.1818181818,0.898989899,0.6,0.0301003344,0,0.347826087
Basic,Together,0.4178082192,0.0547945205,0.3424657534,0.0479452055,0.0714285714,0.5,0.2857142857,0.2142857143,0,0,,0.4315068493,0.1369863014,0,0.1333333333,0.3840147072,0.0421408797,0.2727272727,0.797979798,0.9090909091,0.0686661405,0,0.0434782609
Graduation,Married,0.0317460317,0.0793650794,0.4761904762,0.0634920635,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.1904761905,0.3492063492,1,0.0666666667,0.2533309989,0.0166102738,0.2727272727,0.8282828283,0.2181818182,0.0313475859,0,0.652173913
2n Cycle,Married,0.4776119403,0,0.2686567164,0.1343283582,0.1538461538,0.4615384615,0.1538461538,0.3846153846,0,0,,0.1791044776,0.1194029851,1,0.1,0.3711371794,0.0178406644,0.1818181818,0.9191919192,0.7818181818,0.0306546684,0,0.2608695652
PhD,Divorced,0.7117647059,0.0554621849,0.1268907563,0.0680672269,0.0322580645,0.3548387097,0.1935483871,0.4516129032,0,0,,0,0.0378151261,0,0.7,0.8004727305,0.3632728391,0.6363636364,0.4545454545,0.3272727273,0.2701448242,0,0.9565217391
PhD,Together,0.7749699158,0.0138387485,0.1931407942,0,0.0666666667,0.4666666667,0.2,0.3333333333,0,0,,0.0120336943,0.0180505415,1,0.6666666667,0.7719600805,0.5084589357,0.9090909091,0.9595959596,0.4,0.3927456161,0.5,0.2608695652
Basic,Divorced,0.0681818182,0.25,0.1818181818,0.1818181818,0.2307692308,0.4615384615,0.3076923077,0.2307692308,0,0,,0.6818181818,0.3181818182,1,0.1,0.0375820713,0.0107659182,0.1818181818,0.404040404,0.6909090909,0.0179049872,0,0.1304347826
Master,Married,0.8090766823,0.0281690141,0.1267605634,0.0172143975,0.08,0.44,0.24,0.32,0,0,,0.2441314554,0.0187793427,1,0.5,0.5101987219,0.1937865272,0.6363636364,0.5151515152,0.4363636364,0.1777083834,0,0.4782608696
Graduation,Married,0.3187471211,0.0234914786,0.561953017,0.0644864118,0.0434782609,0.3043478261,0.347826087,0.347826087,0,0,,0.0308613542,0.0313219714,0,0.4333333333,0.6258951239,0.6650261458,0.2727272727,0.6666666667,0.9454545455,0.6737302739,0.25,0.5217391304
PhD,Married,0.5625,0.0098684211,0.3453947368,0.0164473684,0.3333333333,0.5555555556,0.1666666667,0.2777777778,0,0,,0.1217105263,0.0657894737,1,0.2666666667,0.245487175,0.0907413104,0.5454545455,0.5454545455,0.3090909091,0.1152213948,0,0.7391304348
Master,Married,0.7534246575,0,0.2219178082,0.0082191781,0.3,0.55,0.25,0.2,0,0,,0.4602739726,0.0164383562,1,0.3333333333,0.5145058216,0.1095047678,0.6363636364,0.6868686869,0.7090909091,0.1250300264,0.25,0.1304347826
2n Cycle,Single,0.3254029163,0.1511895625,0.313123561,0.055257099,0.2272727273,0.4545454545,0.2272727273,0.3181818182,0,0,,0.0199539524,0.1550268611,1,0.4,0.6129300534,0.398031375,0.5454545455,0.6464646465,0.6,0.4203262507,0,0.7826086957
Graduation,Single,0.7215568862,0,0.2604790419,0,0.1578947368,0.5263157895,0.2105263158,0.2631578947,0,0,,0.0718562874,0.0179640719,1,0.3,0.4789197234,0.0999692402,0.5454545455,0.7272727273,0.6181818182,0.1201941919,0,0.6956521739
Basic,Single,0.4347826087,0.0652173913,0.5,0,0.1818181818,0.4545454545,0.1818181818,0.3636363636,0,1,,0,0,1,0.0333333333,0.1096034317,0.0113811135,0.4545454545,0.2121212121,0.2909090909,0.0236499028,0,0.7391304348
Basic,Married,0.0980392157,0.1568627451,0.3921568627,0.2745098039,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.3725490196,0.0784313725,0,0.0333333333,0.0556858969,0.0129191018,0.4545454545,0.4141414141,0.3636363636,0.0269255126,0,0.9130434783
Graduation,Married,0.3298969072,0.0257731959,0.5670103093,0.0051546392,0.1333333333,0.5333333333,0.2,0.2666666667,1,0,,0.1494845361,0.0721649485,1,0.1666666667,0.444602994,0.0569055675,0.3636363636,0.3333333333,0.1818181818,0.0867163104,0,0.3913043478
Graduation,Together,0.6691673475,0.0101388992,0.294028077,0.0067592661,0.1666666667,0.4444444444,0.2222222222,0.3333333333,0,0,,0.0946297259,0.0199064102,1,0.2666666667,0.596664624,0.0882467271,0.3636363636,0.4141414141,0.7454545455,0.1119745816,0,0.347826087
Graduation,Married,0.5737704918,0.0819672131,0.2950819672,0.0163934426,0.1666666667,0.4166666667,0.1666666667,0.4166666667,0,0,,0.2786885246,0.0327868852,1,0.0666666667,0.3250984855,0.0159950784,0.0909090909,0.4242424242,0.6,0.0301465289,0,0.3913043478
Graduation,Married,0.3624573379,0.0709897611,0.3071672355,0.0709897611,0.125,0.375,0.25,0.375,0,0,,0.133105802,0.1883959044,1,0.4666666667,0.6783244332,0.4478621962,0.4545454545,0.0404040404,0.4181818182,0.4334013932,0,0.6956521739
2n Cycle,Married,0.275,0.05,0.575,0.1,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.075,0,1,0.0333333333,0.1573667163,0.0095355275,0.4545454545,0.5555555556,0.3272727273,0.0197191711,0,0.2608695652
2n Cycle,Married,0.3566108007,0.030726257,0.4459962756,0.1284916201,0.0555555556,0.2777777778,0.3333333333,0.3888888889,0,0,,0.0465549348,0.0381750466,1,0.8666666667,0.7524468178,0.3275915103,0.5454545455,0.3838383838,0.8,0.2085034831,0,0.1304347826
Basic,Together,0.3571428571,0.0952380952,0.4285714286,0.0476190476,0.1538461538,0.4615384615,0.1538461538,0.3846153846,0,0,,0.130952381,0.0714285714,1,0.1,0.3734570603,0.0230698247,0.1818181818,0.101010101,0.1818181818,0.0400783459,0,0.1304347826
Basic,Single,0.2211350294,0.3522504892,0.1585127202,0.1037181996,0.2380952381,0.5238095238,0.1428571429,0.3333333333,0,0,,0.1272015656,0.1643835616,1,0.3666666667,0.1919285652,0.1544140265,0.6363636364,0.9898989899,0.1272727273,0.1688686044,0,0.9565217391
Basic,Widow,0.5058823529,0.0882352941,0.3661764706,0.0073529412,0.0588235294,0.4411764706,0.1470588235,0.4117647059,0,0,,0.0875,0.0323529412,1,0.8,0.6982316379,0.4155644417,1,0.101010101,0.7090909091,0.2817679558,0.25,0.4782608696
Graduation,Married,0.0789473684,0.1526315789,0.3578947368,0,0.1428571429,0.5,0.2142857143,0.2857142857,0,0,,0.1684210526,0.4105263158,1,0.1333333333,0.2888995885,0.0556751769,0.3636363636,0.3838383838,0.2909090909,0.0913146426,0,0.2608695652
Graduation,Together,0.3283157038,0.0585842148,0.4926769731,0.0423108218,0.0384615385,0.3846153846,0.1538461538,0.4615384615,0,1,,0.1118795769,0.0781122864,0,0.5333333333,0.7307012168,0.7533066749,0.5454545455,0.0505050505,0.1090909091,0.6747907389,0.5,0.7391304348
Basic,Together,0.2514124294,0.0402542373,0.6610169492,0.0162429379,0.0384615385,0.3846153846,0.2692307692,0.3461538462,0,1,,0.1285310734,0.0310734463,0,0.5333333333,0.8284863871,0.4327899108,0.5454545455,0.5757575758,0.0727272727,0.3859827417,0.75,0.3043478261
Master,Married,0.6451292247,0,0.3310139165,0.0079522863,0.1666666667,0.4333333333,0.2666666667,0.3,0,0,,0,0.0159045726,1,0.6666666667,0.776258426,0.3066748693,0.8181818182,0.6060606061,0.7636363636,0.2351669469,0,0.6956521739
Graduation,Widow,0.0964630225,0.3440514469,0.2797427653,0.0610932476,0.0588235294,0.4705882353,0.1764705882,0.3529411765,0,0,,0.1736334405,0.2186495177,0,0.2333333333,0.1606145496,0.092894494,0.3636363636,0.0303030303,0.6727272727,0.1253479533,0,0.6086956522
Graduation,Together,0.7111486486,0.0135135135,0.2432432432,0.0152027027,0.2083333333,0.4166666667,0.1666666667,0.4166666667,0,0,,0.0574324324,0.0168918919,0,0.4666666667,0.4304998687,0.1793294371,0.5454545455,1,0.4181818182,0.1712707182,0,0.347826087
Graduation,Married,0.3711340206,0.0206185567,0.4948453608,0.1134020619,0.1428571429,0.5,0.2142857143,0.2857142857,0,0,,0.2577319588,0,1,0.1333333333,0.3467915609,0.0270685943,0.2727272727,0.6161616162,0.7272727273,0.043443945,0,0.347826087
Graduation,Widow,0.8476297968,0.0135440181,0.111738149,0.0090293454,0.1379310345,0.4137931034,0.1724137931,0.4137931034,0,0,,0.1106094808,0.0180586907,1,0.6333333333,0.5828766524,0.2697631498,0.7272727273,0.1212121212,0.8545454545,0.2136804526,0,0.4782608696
Graduation,Together,0.718487395,0.012605042,0.2016806723,0.0168067227,0.1818181818,0.5,0.1818181818,0.3181818182,0,0,,0.2121848739,0.0504201681,1,0.4,0.4726429134,0.1436481083,0.6363636364,0.8181818182,0.4909090909,0.1494333195,0,0.2173913043
Basic,Single,0.1639344262,0.0846994536,0.5696721311,0.0887978142,0.04,0.24,0.32,0.44,0,1,,0.0710382514,0.0928961749,0,0.5,0.5134202924,0.2223931098,0.2727272727,0.4242424242,0.0727272727,0.2045159741,0,0.9565217391
2n Cycle,Single,0.6217821782,0.0237623762,0.1841584158,0.0475247525,0.0909090909,0.3181818182,0.4090909091,0.2727272727,0,0,,0.3207920792,0.1227722772,1,0.4,0.4561411188,0.1525684405,0.2727272727,0.7070707071,0.3818181818,0.1589325879,0,0.7391304348
Graduation,Together,0.3670886076,0.0759493671,0.3291139241,0.0759493671,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0253164557,0.1518987342,1,0.0666666667,0.3889170971,0.0215318364,0.2727272727,0.5757575758,0.3818181818,0.0409560413,0,0.7826086957
Basic,Married,0.0689655172,0.4827586207,0.1724137931,0.0689655172,0.25,0.5,0.25,0.25,0,0,,0.5862068966,0.2068965517,1,0.0666666667,0.104315854,0.0061519532,0.1818181818,0.8080808081,0.3636363636,0.0109296181,0,0
Basic,Married,0.0821917808,0.2283105023,0.2465753425,0.1141552511,0.1333333333,0.5333333333,0.2,0.2666666667,0,0,,0.6529680365,0.3287671233,0,0.1666666667,0.2298695614,0.0645955091,0.3636363636,0.1717171717,0.1636363636,0.0987268797,0,0.5652173913
Graduation,Married,0.6206896552,0.0402298851,0.2471264368,0.0402298851,0.3684210526,0.4210526316,0.2631578947,0.3157894737,0,0,,0.4683908046,0.0517241379,1,0.3,0.4806443141,0.1042756075,0.3636363636,0.6161616162,0.4545454545,0.1255041278,0,0.6956521739
2n Cycle,Married,0.4865771812,0.0377516779,0.2810402685,0.0922818792,0.0625,0.40625,0.15625,0.4375,0,0,,0.1661073826,0.1023489933,1,0.7333333333,0.6286352097,0.3638880345,0.8181818182,0.0505050505,0.7818181818,0.2619505164,0,0.6086956522
Master,Married,0.4784482759,0.1099137931,0.2952586207,0.0215517241,0.0952380952,0.4285714286,0.1904761905,0.380952381,0,0,,0.1077586207,0.0948275862,1,0.3666666667,0.4872625405,0.1399569363,0.4545454545,0.0303030303,0.6363636364,0.1527401256,0,0.8260869565
Graduation,Together,0.801754386,0.0140350877,0.1403508772,0.0263157895,0.2083333333,0.4166666667,0.25,0.3333333333,0,0,,0.0859649123,0.0175438596,1,0.4666666667,0.2582946687,0.1725622885,0.5454545455,0.0303030303,0.4363636364,0.1646649051,0,0.9565217391
Master,Married,0.4055793991,0.0833333333,0.4173819742,0.0143061516,0.0476190476,0.4285714286,0.1904761905,0.380952381,0,0,,0.1033619456,0.0793991416,0,0.3666666667,0.7897049812,0.8572746847,0.4545454545,0.7777777778,0.7090909091,0.9529872001,0,0.9130434783
Master,Divorced,0.6958041958,0.0262237762,0.2272727273,0.0157342657,0.0909090909,0.5454545455,0.2272727273,0.2272727273,0,0,,0.0113636364,0.034965035,1,0.4,0.7212641163,0.3491233467,0.7272727273,0.5454545455,0.4363636364,0.3682440548,0.25,0.5217391304
Graduation,Married,0.4285714286,0,0.5714285714,0,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.1142857143,0,1,0.0666666667,0.3049724241,0.0079975392,0.1818181818,0.2121212121,0.4545454545,0.0145327889,0,0
Basic,Married,0.0222222222,0.2666666667,0.2222222222,0.0666666667,0.2857142857,0.5,0.1428571429,0.3571428571,0,0,,0.5444444444,0.4222222222,1,0.1333333333,0.2023461437,0.0249154106,0.2727272727,0.2929292929,0.1454545455,0.0398407742,0,0.1739130435
Basic,Married,0,0.2820512821,0.0769230769,0.0769230769,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.2820512821,0.5641025641,1,0.0333333333,0.1573316992,0.0092279299,0.2727272727,0.7070707071,0.4,0.0190640491,0,0.3913043478
Basic,Divorced,0.1302752294,0.0587155963,0.3082568807,0.176146789,0.04,0.24,0.2,0.56,0,0,,0.0697247706,0.3266055046,0,0.5,0.6079313665,0.164872347,0.1818181818,0.0101010101,0.8909090909,0.150612539,0,0.4347826087
Graduation,Single,0.2307692308,0.1153846154,0.5769230769,0,0.2307692308,0.4615384615,0.1538461538,0.3846153846,0,0,,0.25,0.0769230769,1,0.1,0.2677930491,0.0132266995,0.1818181818,0.6363636364,0.4909090909,0.0223396589,0,0.1304347826
2n Cycle,Single,0.1846153846,0.2615384615,0.2307692308,0.0769230769,0.3076923077,0.3846153846,0.2307692308,0.3846153846,0,0,,0.0461538462,0.2461538462,1,0.1,0.158697365,0.0172254691,0.0909090909,0.2929292929,0.3818181818,0.0295460005,0,0.6086956522
Basic,Married,0.1339545719,0.1589982528,0.466511357,0.057658707,0.04,0.28,0.28,0.44,0,0,,0.1100757135,0.1828771112,0,0.5,0.7687997899,0.5253768071,0.2727272727,0.2222222222,0.4363636364,0.4884458323,0,0.4782608696
Graduation,Married,0.7659574468,0.0255319149,0.1914893617,0,0.1363636364,0.4545454545,0.3636363636,0.1818181818,0,0,,0.4914893617,0.0170212766,1,0.4,0.5360063031,0.1418025223,0.5454545455,0.1616161616,0.6181818182,0.1474679536,0,0.2173913043
Graduation,Single,0.3007432819,0.0686106346,0.4745568897,0.0485991995,0.037037037,0.2592592593,0.4444444444,0.2962962963,0,1,,0.0394511149,0.1074899943,0,0.5666666667,0.6843386151,0.5352199323,0.2727272727,0.6060606061,0.5636363636,0.4603250861,0.25,0.6956521739
2n Cycle,Together,0.8349834983,0.0140264026,0.1427392739,0.0082508251,0.1176470588,0.4411764706,0.2058823529,0.3529411765,1,0,,0.1485148515,0,1,0.8,0.4893635647,0.3700399877,1,0.7070707071,0.4727272727,0.2503991748,0,0.9565217391
Graduation,Single,0.3217931647,0.1145139814,0.4367509987,0.0204172215,0.0434782609,0.3913043478,0.347826087,0.2608695652,0,0,,0.0102086107,0.1065246338,0,0.4333333333,0.7644839359,0.6902491541,0.4545454545,0.6262626263,0.6,0.6994224483,0,0.9130434783
Master,Married,0.7868020305,0.0101522843,0.192893401,0,0.25,0.5,0.1875,0.3125,0,0,,0.0203045685,0.0101522843,1,0.2,0.2440514751,0.0578283605,0.3636363636,0.4444444444,0.4,0.0822423733,0,0.7391304348
2n Cycle,Married,0.4057363841,0.0831453432,0.3941347083,0.0215920077,0.0285714286,0.3142857143,0.3714285714,0.3142857143,0,1,,0.0135352884,0.0953915566,0,0.8333333333,0.8422918673,0.951707167,0.6363636364,0.6262626263,0.5272727273,0.6324079476,0.75,0.4782608696
2n Cycle,Single,0.3648648649,0.0810810811,0.3851351351,0.0608108108,0.2857142857,0.5,0.1428571429,0.3571428571,0,0,,0.1891891892,0.1081081081,1,0.1333333333,0.2352271732,0.0427560751,0.3636363636,0.797979798,0.6909090909,0.0696956179,0,0.8695652174
Graduation,Single,0.0588235294,0.2352941176,0.4117647059,0.1764705882,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.7352941176,0.1176470588,0,0.0333333333,0.2005427646,0.0076899416,0.2727272727,0.6666666667,0.1090909091,0.0157884393,0,0.2608695652
Graduation,Married,0.0256410256,0.2307692308,0.2820512821,0.2051282051,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.1025641026,0.2564102564,1,0.0666666667,0.1514575856,0.0092279299,0.1818181818,0.3737373737,0.2545454545,0.0169349027,0,0.3043478261
Graduation,Single,0.3850446429,0.03515625,0.3415178571,0.0496651786,0.0714285714,0.2857142857,0.25,0.4642857143,0,0,,0.0306919643,0.1886160714,0,0.6,0.6108815548,0.5484466318,0.3636363636,0.6464646465,0.2545454545,0.4547201537,0,0.7391304348
